4.904085099697113037e-01,3.000000000000000000e+00,3.000000000000000000e+00
5.310609936714172363e-01,0.000000000000000000e+00,0.000000000000000000e+00
3.337839841842651367e-01,1.000000000000000000e+00,1.000000000000000000e+00
9.892729520797729492e-01,3.000000000000000000e+00,3.000000000000000000e+00
9.803909808397293091e-02,1.000000000000000000e+00,1.000000000000000000e+00
2.607784233987331390e-02,0.000000000000000000e+00,0.000000000000000000e+00
5.715056061744689941e-01,0.000000000000000000e+00,0.000000000000000000e+00
6.185941696166992188e-01,0.000000000000000000e+00,4.000000000000000000e+00
8.479382991790771484e-01,2.000000000000000000e+00,2.000000000000000000e+00
6.822214722633361816e-01,4.000000000000000000e+00,4.000000000000000000e+00
9.549342393875122070e-01,2.000000000000000000e+00,0.000000000000000000e+00
8.455178737640380859e-01,4.000000000000000000e+00,4.000000000000000000e+00
3.277989029884338379e-01,1.000000000000000000e+00,2.000000000000000000e+00
1.019101738929748535e+00,4.000000000000000000e+00,4.000000000000000000e+00
7.264009118080139160e-02,1.000000000000000000e+00,1.000000000000000000e+00
5.337759852409362793e-01,0.000000000000000000e+00,4.000000000000000000e+00
1.240359619259834290e-01,0.000000000000000000e+00,0.000000000000000000e+00
2.443064153194427490e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.024911284446716309e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.269675284624099731e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.171606421470642090e+00,2.000000000000000000e+00,4.000000000000000000e+00
3.250829875469207764e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.064010262489318848e+00,1.000000000000000000e+00,3.000000000000000000e+00
6.678891181945800781e-01,4.000000000000000000e+00,2.000000000000000000e+00
5.213962122797966003e-02,1.000000000000000000e+00,1.000000000000000000e+00
2.607784233987331390e-02,0.000000000000000000e+00,2.000000000000000000e+00
3.594216406345367432e-01,3.000000000000000000e+00,3.000000000000000000e+00
1.095316529273986816e+00,4.000000000000000000e+00,2.000000000000000000e+00
